#    L    TT             EE             BB             TE             PP             TP             EP          
   230    0.59079E+04    0.11562E+01    0.00000E+00    0.29904E+02    0.45053E-07    0.11316E-03    0.41293E-07
   231    0.59021E+04    0.11961E+01    0.00000E+00    0.31625E+02    0.44841E-07    0.11224E-03    0.55196E-07
   232    0.58958E+04    0.12378E+01    0.00000E+00    0.33350E+02    0.44631E-07    0.11132E-03    0.69054E-07
   233    0.58889E+04    0.12816E+01    0.00000E+00    0.35079E+02    0.44422E-07    0.11042E-03    0.82868E-07
   234    0.58811E+04    0.13272E+01    0.00000E+00    0.36811E+02    0.44215E-07    0.10952E-03    0.96636E-07
   235    0.58729E+04    0.13748E+01    0.00000E+00    0.38546E+02    0.44009E-07    0.10863E-03    0.11036E-06
   236    0.58639E+04    0.14243E+01    0.00000E+00    0.40283E+02    0.43806E-07    0.10774E-03    0.12404E-06
   237    0.58543E+04    0.14759E+01    0.00000E+00    0.42021E+02    0.43603E-07    0.10686E-03    0.13767E-06
   238    0.58440E+04    0.15296E+01    0.00000E+00    0.43760E+02    0.43402E-07    0.10599E-03    0.15125E-06
   239    0.58333E+04    0.15853E+01    0.00000E+00    0.45499E+02    0.43203E-07    0.10512E-03    0.16479E-06
   240    0.58217E+04    0.16430E+01    0.00000E+00    0.47236E+02    0.43006E-07    0.10427E-03    0.17828E-06
   241    0.58097E+04    0.17029E+01    0.00000E+00    0.48972E+02    0.42809E-07    0.10341E-03    0.19172E-06
   242    0.57970E+04    0.17648E+01    0.00000E+00    0.50706E+02    0.42615E-07    0.10256E-03    0.20512E-06
   243    0.57837E+04    0.18289E+01    0.00000E+00    0.52436E+02    0.42421E-07    0.10172E-03    0.21847E-06
   244    0.57698E+04    0.18952E+01    0.00000E+00    0.54163E+02    0.42229E-07    0.10089E-03    0.23177E-06
   245    0.57553E+04    0.19636E+01    0.00000E+00    0.55884E+02    0.42039E-07    0.10006E-03    0.24502E-06
   246    0.57402E+04    0.20342E+01    0.00000E+00    0.57601E+02    0.41850E-07    0.99235E-04    0.25822E-06
   247    0.57246E+04    0.21070E+01    0.00000E+00    0.59311E+02    0.41662E-07    0.98417E-04    0.27137E-06
   248    0.57083E+04    0.21822E+01    0.00000E+00    0.61014E+02    0.41476E-07    0.97605E-04    0.28447E-06
   249    0.56915E+04    0.22594E+01    0.00000E+00    0.62711E+02    0.41291E-07    0.96799E-04    0.29753E-06
   250    0.56741E+04    0.23391E+01    0.00000E+00    0.64398E+02    0.41107E-07    0.95998E-04    0.31053E-06
   251    0.56563E+04    0.24208E+01    0.00000E+00    0.66077E+02    0.40925E-07    0.95203E-04    0.32348E-06
   252    0.56377E+04    0.25050E+01    0.00000E+00    0.67747E+02    0.40744E-07    0.94413E-04    0.33638E-06
   253    0.56188E+04    0.25912E+01    0.00000E+00    0.69405E+02    0.40564E-07    0.93628E-04    0.34923E-06
   254    0.55993E+04    0.26799E+01    0.00000E+00    0.71052E+02    0.40385E-07    0.92849E-04    0.36202E-06
   255    0.55792E+04    0.27707E+01    0.00000E+00    0.72688E+02    0.40208E-07    0.92075E-04    0.37476E-06
   256    0.55586E+04    0.28640E+01    0.00000E+00    0.74313E+02    0.40032E-07    0.91307E-04    0.38744E-06
   257    0.55376E+04    0.29594E+01    0.00000E+00    0.75918E+02    0.39857E-07    0.90543E-04    0.40007E-06
   258    0.55160E+04    0.30572E+01    0.00000E+00    0.77516E+02    0.39684E-07    0.89786E-04    0.41264E-06
   259    0.54939E+04    0.31573E+01    0.00000E+00    0.79093E+02    0.39511E-07    0.89033E-04    0.42515E-06
   260    0.54715E+04    0.32597E+01    0.00000E+00    0.80662E+02    0.39340E-07    0.88285E-04    0.43761E-06
   261    0.54484E+04    0.33643E+01    0.00000E+00    0.82203E+02    0.39170E-07    0.87543E-04    0.45000E-06
   262    0.54249E+04    0.34714E+01    0.00000E+00    0.83736E+02    0.39002E-07    0.86806E-04    0.46233E-06
   263    0.54011E+04    0.35807E+01    0.00000E+00    0.85255E+02    0.38834E-07    0.86074E-04    0.47460E-06
   264    0.53767E+04    0.36922E+01    0.00000E+00    0.86752E+02    0.38668E-07    0.85347E-04    0.48680E-06
   265    0.53518E+04    0.38060E+01    0.00000E+00    0.88220E+02    0.38502E-07    0.84625E-04    0.49894E-06
   266    0.53265E+04    0.39223E+01    0.00000E+00    0.89680E+02    0.38338E-07    0.83908E-04    0.51102E-06
   267    0.53007E+04    0.40406E+01    0.00000E+00    0.91111E+02    0.38175E-07    0.83196E-04    0.52302E-06
   268    0.52745E+04    0.41614E+01    0.00000E+00    0.92527E+02    0.38013E-07    0.82489E-04    0.53497E-06
   269    0.52477E+04    0.42844E+01    0.00000E+00    0.93922E+02    0.37853E-07    0.81787E-04    0.54684E-06
   270    0.52207E+04    0.44096E+01    0.00000E+00    0.95294E+02    0.37693E-07    0.81090E-04    0.55864E-06
   271    0.51932E+04    0.45369E+01    0.00000E+00    0.96644E+02    0.37534E-07    0.80398E-04    0.57038E-06
   272    0.51654E+04    0.46667E+01    0.00000E+00    0.97965E+02    0.37377E-07    0.79711E-04    0.58204E-06
   273    0.51372E+04    0.47984E+01    0.00000E+00    0.99270E+02    0.37221E-07    0.79028E-04    0.59363E-06
   274    0.51087E+04    0.49326E+01    0.00000E+00    0.10054E+03    0.37065E-07    0.78350E-04    0.60515E-06
   275    0.50797E+04    0.50687E+01    0.00000E+00    0.10179E+03    0.36911E-07    0.77677E-04    0.61659E-06
   276    0.50505E+04    0.52069E+01    0.00000E+00    0.10301E+03    0.36758E-07    0.77009E-04    0.62796E-06
   277    0.50208E+04    0.53474E+01    0.00000E+00    0.10421E+03    0.36606E-07    0.76346E-04    0.63926E-06
   278    0.49909E+04    0.54899E+01    0.00000E+00    0.10538E+03    0.36454E-07    0.75687E-04    0.65047E-06
   279    0.49606E+04    0.56345E+01    0.00000E+00    0.10651E+03    0.36304E-07    0.75032E-04    0.66161E-06
   280    0.49301E+04    0.57811E+01    0.00000E+00    0.10763E+03    0.36155E-07    0.74383E-04    0.67267E-06
   281    0.48993E+04    0.59298E+01    0.00000E+00    0.10871E+03    0.36007E-07    0.73738E-04    0.68365E-06
   282    0.48681E+04    0.60803E+01    0.00000E+00    0.10976E+03    0.35860E-07    0.73097E-04    0.69455E-06
   283    0.48367E+04    0.62329E+01    0.00000E+00    0.11079E+03    0.35713E-07    0.72462E-04    0.70536E-06
   284    0.48050E+04    0.63874E+01    0.00000E+00    0.11178E+03    0.35568E-07    0.71830E-04    0.71610E-06
   285    0.47731E+04    0.65439E+01    0.00000E+00    0.11274E+03    0.35424E-07    0.71203E-04    0.72675E-06
   286    0.47409E+04    0.67022E+01    0.00000E+00    0.11367E+03    0.35280E-07    0.70581E-04    0.73731E-06
   287    0.47084E+04    0.68623E+01    0.00000E+00    0.11457E+03    0.35138E-07    0.69963E-04    0.74779E-06
   288    0.46757E+04    0.70242E+01    0.00000E+00    0.11543E+03    0.34996E-07    0.69349E-04    0.75818E-06
   289    0.46428E+04    0.71879E+01    0.00000E+00    0.11627E+03    0.34856E-07    0.68740E-04    0.76849E-06
   290    0.46097E+04    0.73532E+01    0.00000E+00    0.11707E+03    0.34716E-07    0.68135E-04    0.77871E-06
   291    0.45765E+04    0.75209E+01    0.00000E+00    0.11783E+03    0.34577E-07    0.67534E-04    0.78883E-06
   292    0.45428E+04    0.76898E+01    0.00000E+00    0.11857E+03    0.34439E-07    0.66938E-04    0.79887E-06
   293    0.45092E+04    0.78595E+01    0.00000E+00    0.11926E+03    0.34302E-07    0.66346E-04    0.80881E-06
   294    0.44753E+04    0.80316E+01    0.00000E+00    0.11993E+03    0.34166E-07    0.65758E-04    0.81867E-06
   295    0.44414E+04    0.82046E+01    0.00000E+00    0.12055E+03    0.34031E-07    0.65174E-04    0.82842E-06
   296    0.44072E+04    0.83799E+01    0.00000E+00    0.12115E+03    0.33896E-07    0.64594E-04    0.83809E-06
   297    0.43729E+04    0.85554E+01    0.00000E+00    0.12171E+03    0.33762E-07    0.64019E-04    0.84766E-06
   298    0.43384E+04    0.87332E+01    0.00000E+00    0.12223E+03    0.33629E-07    0.63447E-04    0.85713E-06
   299    0.43038E+04    0.89126E+01    0.00000E+00    0.12271E+03    0.33497E-07    0.62880E-04    0.86650E-06
   300    0.42691E+04    0.90922E+01    0.00000E+00    0.12315E+03    0.33366E-07    0.62317E-04    0.87578E-06
   301    0.42342E+04    0.92734E+01    0.00000E+00    0.12356E+03    0.33235E-07    0.61758E-04    0.88495E-06
   302    0.41994E+04    0.94555E+01    0.00000E+00    0.12394E+03    0.33106E-07    0.61202E-04    0.89403E-06
   303    0.41644E+04    0.96392E+01    0.00000E+00    0.12427E+03    0.32977E-07    0.60651E-04    0.90301E-06
   304    0.41294E+04    0.98245E+01    0.00000E+00    0.12456E+03    0.32848E-07    0.60104E-04    0.91188E-06
   305    0.40943E+04    0.10010E+02    0.00000E+00    0.12482E+03    0.32721E-07    0.59560E-04    0.92066E-06
   306    0.40592E+04    0.10196E+02    0.00000E+00    0.12504E+03    0.32594E-07    0.59021E-04    0.92933E-06
   307    0.40240E+04    0.10383E+02    0.00000E+00    0.12522E+03    0.32468E-07    0.58485E-04    0.93790E-06
   308    0.39888E+04    0.10573E+02    0.00000E+00    0.12537E+03    0.32343E-07    0.57954E-04    0.94637E-06
   309    0.39536E+04    0.10762E+02    0.00000E+00    0.12547E+03    0.32219E-07    0.57426E-04    0.95473E-06
   310    0.39184E+04    0.10951E+02    0.00000E+00    0.12554E+03    0.32095E-07    0.56902E-04    0.96299E-06
   311    0.38832E+04    0.11143E+02    0.00000E+00    0.12556E+03    0.31972E-07    0.56382E-04    0.97115E-06
   312    0.38481E+04    0.11333E+02    0.00000E+00    0.12555E+03    0.31850E-07    0.55865E-04    0.97921E-06
   313    0.38129E+04    0.11525E+02    0.00000E+00    0.12550E+03    0.31728E-07    0.55353E-04    0.98716E-06
   314    0.37778E+04    0.11718E+02    0.00000E+00    0.12541E+03    0.31607E-07    0.54844E-04    0.99500E-06
   315    0.37428E+04    0.11910E+02    0.00000E+00    0.12528E+03    0.31487E-07    0.54339E-04    0.10027E-05
   316    0.37078E+04    0.12102E+02    0.00000E+00    0.12511E+03    0.31368E-07    0.53838E-04    0.10104E-05
   317    0.36729E+04    0.12295E+02    0.00000E+00    0.12490E+03    0.31249E-07    0.53340E-04    0.10179E-05
   318    0.36380E+04    0.12489E+02    0.00000E+00    0.12466E+03    0.31131E-07    0.52846E-04    0.10253E-05
   319    0.36033E+04    0.12682E+02    0.00000E+00    0.12437E+03    0.31014E-07    0.52356E-04    0.10326E-05
   320    0.35687E+04    0.12875E+02    0.00000E+00    0.12405E+03    0.30897E-07    0.51870E-04    0.10398E-05
   321    0.35342E+04    0.13069E+02    0.00000E+00    0.12369E+03    0.30781E-07    0.51387E-04    0.10469E-05
   322    0.34998E+04    0.13262E+02    0.00000E+00    0.12329E+03    0.30665E-07    0.50907E-04    0.10539E-05
   323    0.34655E+04    0.13455E+02    0.00000E+00    0.12285E+03    0.30551E-07    0.50432E-04    0.10608E-05
   324    0.34314E+04    0.13649E+02    0.00000E+00    0.12236E+03    0.30437E-07    0.49960E-04    0.10675E-05
   325    0.33975E+04    0.13840E+02    0.00000E+00    0.12185E+03    0.30323E-07    0.49491E-04    0.10742E-05
   326    0.33636E+04    0.14032E+02    0.00000E+00    0.12129E+03    0.30211E-07    0.49026E-04    0.10808E-05
   327    0.33300E+04    0.14224E+02    0.00000E+00    0.12070E+03    0.30098E-07    0.48565E-04    0.10872E-05
   328    0.32965E+04    0.14415E+02    0.00000E+00    0.12007E+03    0.29987E-07    0.48107E-04    0.10935E-05
   329    0.32633E+04    0.14606E+02    0.00000E+00    0.11940E+03    0.29876E-07    0.47652E-04    0.10997E-05
   330    0.32302E+04    0.14795E+02    0.00000E+00    0.11868E+03    0.29766E-07    0.47201E-04    0.11058E-05
   331    0.31974E+04    0.14984E+02    0.00000E+00    0.11794E+03    0.29656E-07    0.46753E-04    0.11118E-05
   332    0.31647E+04    0.15172E+02    0.00000E+00    0.11717E+03    0.29547E-07    0.46309E-04    0.11177E-05
   333    0.31323E+04    0.15360E+02    0.00000E+00    0.11635E+03    0.29439E-07    0.45869E-04    0.11234E-05
   334    0.31001E+04    0.15547E+02    0.00000E+00    0.11550E+03    0.29331E-07    0.45431E-04    0.11291E-05
   335    0.30681E+04    0.15731E+02    0.00000E+00    0.11461E+03    0.29224E-07    0.44997E-04    0.11346E-05
   336    0.30364E+04    0.15915E+02    0.00000E+00    0.11368E+03    0.29117E-07    0.44567E-04    0.11400E-05
   337    0.30050E+04    0.16099E+02    0.00000E+00    0.11271E+03    0.29011E-07    0.44139E-04    0.11453E-05
   338    0.29737E+04    0.16280E+02    0.00000E+00    0.11172E+03    0.28905E-07    0.43715E-04    0.11505E-05
   339    0.29429E+04    0.16462E+02    0.00000E+00    0.11069E+03    0.28800E-07    0.43295E-04    0.11556E-05
   340    0.29123E+04    0.16641E+02    0.00000E+00    0.10963E+03    0.28696E-07    0.42877E-04    0.11605E-05
   341    0.28818E+04    0.16818E+02    0.00000E+00    0.10852E+03    0.28592E-07    0.42463E-04    0.11654E-05
   342    0.28518E+04    0.16995E+02    0.00000E+00    0.10739E+03    0.28489E-07    0.42052E-04    0.11701E-05
   343    0.28220E+04    0.17170E+02    0.00000E+00    0.10622E+03    0.28386E-07    0.41645E-04    0.11747E-05
   344    0.27927E+04    0.17343E+02    0.00000E+00    0.10502E+03    0.28284E-07    0.41240E-04    0.11792E-05
   345    0.27635E+04    0.17514E+02    0.00000E+00    0.10378E+03    0.28182E-07    0.40839E-04    0.11835E-05
   346    0.27347E+04    0.17684E+02    0.00000E+00    0.10253E+03    0.28081E-07    0.40441E-04    0.11878E-05
   347    0.27062E+04    0.17851E+02    0.00000E+00    0.10123E+03    0.27981E-07    0.40046E-04    0.11919E-05
   348    0.26780E+04    0.18017E+02    0.00000E+00    0.99900E+02    0.27881E-07    0.39654E-04    0.11959E-05
   349    0.26502E+04    0.18181E+02    0.00000E+00    0.98539E+02    0.27781E-07    0.39266E-04    0.11998E-05
   350    0.26227E+04    0.18342E+02    0.00000E+00    0.97153E+02    0.27682E-07    0.38880E-04    0.12035E-05
   351    0.25958E+04    0.18501E+02    0.00000E+00    0.95734E+02    0.27583E-07    0.38498E-04    0.12072E-05
   352    0.25690E+04    0.18659E+02    0.00000E+00    0.94284E+02    0.27485E-07    0.38118E-04    0.12107E-05
   353    0.25426E+04    0.18813E+02    0.00000E+00    0.92816E+02    0.27388E-07    0.37742E-04    0.12141E-05
   354    0.25165E+04    0.18966E+02    0.00000E+00    0.91309E+02    0.27291E-07    0.37369E-04    0.12174E-05
   355    0.24909E+04    0.19116E+02    0.00000E+00    0.89777E+02    0.27194E-07    0.36998E-04    0.12205E-05
   356    0.24657E+04    0.19264E+02    0.00000E+00    0.88228E+02    0.27098E-07    0.36631E-04    0.12236E-05
   357    0.24408E+04    0.19410E+02    0.00000E+00    0.86646E+02    0.27002E-07    0.36267E-04    0.12265E-05
   358    0.24164E+04    0.19551E+02    0.00000E+00    0.85047E+02    0.26907E-07    0.35905E-04    0.12293E-05
   359    0.23923E+04    0.19691E+02    0.00000E+00    0.83416E+02    0.26813E-07    0.35547E-04    0.12320E-05
   360    0.23686E+04    0.19828E+02    0.00000E+00    0.81765E+02    0.26718E-07    0.35192E-04    0.12345E-05
   361    0.23453E+04    0.19962E+02    0.00000E+00    0.80087E+02    0.26625E-07    0.34840E-04    0.12370E-05
   362    0.23225E+04    0.20094E+02    0.00000E+00    0.78387E+02    0.26531E-07    0.34490E-04    0.12393E-05
   363    0.23000E+04    0.20223E+02    0.00000E+00    0.76667E+02    0.26439E-07    0.34144E-04    0.12416E-05
   364    0.22780E+04    0.20348E+02    0.00000E+00    0.74923E+02    0.26346E-07    0.33800E-04    0.12437E-05
   365    0.22564E+04    0.20471E+02    0.00000E+00    0.73161E+02    0.26254E-07    0.33460E-04    0.12457E-05
   366    0.22352E+04    0.20590E+02    0.00000E+00    0.71378E+02    0.26163E-07    0.33122E-04    0.12476E-05
   367    0.22144E+04    0.20706E+02    0.00000E+00    0.69577E+02    0.26072E-07    0.32787E-04    0.12493E-05
   368    0.21940E+04    0.20819E+02    0.00000E+00    0.67758E+02    0.25982E-07    0.32456E-04    0.12510E-05
   369    0.21742E+04    0.20929E+02    0.00000E+00    0.65920E+02    0.25891E-07    0.32127E-04    0.12525E-05
   370    0.21548E+04    0.21035E+02    0.00000E+00    0.64067E+02    0.25802E-07    0.31801E-04    0.12540E-05
   371    0.21357E+04    0.21138E+02    0.00000E+00    0.62197E+02    0.25713E-07    0.31477E-04    0.12553E-05
   372    0.21171E+04    0.21238E+02    0.00000E+00    0.60313E+02    0.25624E-07    0.31157E-04    0.12566E-05
   373    0.20990E+04    0.21334E+02    0.00000E+00    0.58413E+02    0.25536E-07    0.30840E-04    0.12577E-05
   374    0.20813E+04    0.21427E+02    0.00000E+00    0.56500E+02    0.25448E-07    0.30525E-04    0.12587E-05
   375    0.20640E+04    0.21516E+02    0.00000E+00    0.54574E+02    0.25360E-07    0.30213E-04    0.12596E-05
   376    0.20472E+04    0.21602E+02    0.00000E+00    0.52635E+02    0.25273E-07    0.29904E-04    0.12604E-05
   377    0.20309E+04    0.21684E+02    0.00000E+00    0.50687E+02    0.25187E-07    0.29598E-04    0.12611E-05
   378    0.20150E+04    0.21762E+02    0.00000E+00    0.48727E+02    0.25101E-07    0.29294E-04    0.12617E-05
   379    0.19996E+04    0.21838E+02    0.00000E+00    0.46758E+02    0.25015E-07    0.28994E-04    0.12621E-05
   380    0.19846E+04    0.21910E+02    0.00000E+00    0.44778E+02    0.24930E-07    0.28696E-04    0.12625E-05
   381    0.19701E+04    0.21975E+02    0.00000E+00    0.42792E+02    0.24845E-07    0.28401E-04    0.12628E-05
   382    0.19560E+04    0.22039E+02    0.00000E+00    0.40798E+02    0.24760E-07    0.28108E-04    0.12630E-05
   383    0.19423E+04    0.22098E+02    0.00000E+00    0.38796E+02    0.24676E-07    0.27819E-04    0.12630E-05
   384    0.19293E+04    0.22153E+02    0.00000E+00    0.36790E+02    0.24592E-07    0.27532E-04    0.12630E-05
   385    0.19165E+04    0.22205E+02    0.00000E+00    0.34778E+02    0.24509E-07    0.27247E-04    0.12629E-05
   386    0.19043E+04    0.22253E+02    0.00000E+00    0.32762E+02    0.24426E-07    0.26966E-04    0.12627E-05
   387    0.18925E+04    0.22297E+02    0.00000E+00    0.30743E+02    0.24344E-07    0.26687E-04    0.12623E-05
   388    0.18811E+04    0.22337E+02    0.00000E+00    0.28721E+02    0.24261E-07    0.26411E-04    0.12619E-05
   389    0.18702E+04    0.22370E+02    0.00000E+00    0.26698E+02    0.24180E-07    0.26138E-04    0.12614E-05
   390    0.18598E+04    0.22403E+02    0.00000E+00    0.24674E+02    0.24098E-07    0.25867E-04    0.12607E-05
   391    0.18498E+04    0.22431E+02    0.00000E+00    0.22649E+02    0.24017E-07    0.25599E-04    0.12600E-05
   392    0.18403E+04    0.22456E+02    0.00000E+00    0.20625E+02    0.23937E-07    0.25333E-04    0.12592E-05
   393    0.18312E+04    0.22476E+02    0.00000E+00    0.18603E+02    0.23857E-07    0.25070E-04    0.12583E-05
   394    0.18226E+04    0.22492E+02    0.00000E+00    0.16583E+02    0.23777E-07    0.24810E-04    0.12573E-05
   395    0.18144E+04    0.22503E+02    0.00000E+00    0.14565E+02    0.23697E-07    0.24553E-04    0.12562E-05
   396    0.18067E+04    0.22511E+02    0.00000E+00    0.12552E+02    0.23618E-07    0.24297E-04    0.12550E-05
   397    0.17993E+04    0.22515E+02    0.00000E+00    0.10543E+02    0.23540E-07    0.24045E-04    0.12537E-05
   398    0.17925E+04    0.22514E+02    0.00000E+00    0.85391E+01    0.23461E-07    0.23795E-04    0.12523E-05
   399    0.17861E+04    0.22510E+02    0.00000E+00    0.65413E+01    0.23383E-07    0.23548E-04    0.12508E-05
   400    0.17801E+04    0.22501E+02    0.00000E+00    0.45504E+01    0.23306E-07    0.23303E-04    0.12493E-05
   401    0.17745E+04    0.22488E+02    0.00000E+00    0.25671E+01    0.23228E-07    0.23061E-04    0.12476E-05
   402    0.17694E+04    0.22471E+02    0.00000E+00    0.59236E+00    0.23151E-07    0.22821E-04    0.12459E-05
   403    0.17648E+04    0.22450E+02    0.00000E+00   -0.13732E+01    0.23075E-07    0.22584E-04    0.12440E-05
